,gbif_column,obis_column,normalized_name,match_type,similarity,differences
39,sampcollecdevice,samp_collec_device,sampcollecdevice,fuzzy,1.0,GBIF: 'sampcollecdevice' vs OBIS: 'samp_collec_device'
40,ratioofabsorbance260280,ratioOfAbsorbance260_280,ratioofabsorbance260280,fuzzy,1.0,GBIF: 'ratioofabsorbance260280' vs OBIS: 'ratioOfAbsorbance260_280'
41,hostpredestacc,host_pred_est_acc,hostpredestacc,fuzzy,1.0,GBIF: 'hostpredestacc' vs OBIS: 'host_pred_est_acc'
42,pcranalysissoftware,pcr_analysis_software,pcranalysissoftware,fuzzy,1.0,GBIF: 'pcranalysissoftware' vs OBIS: 'pcr_analysis_software'
43,otuseqcompappr,otu_seq_comp_appr,otuseqcompappr,fuzzy,1.0,GBIF: 'otuseqcompappr' vs OBIS: 'otu_seq_comp_appr'
44,complscore,compl_score,complscore,fuzzy,1.0,GBIF: 'complscore' vs OBIS: 'compl_score'
45,pcrprimerforward,pcr_primer_forward,pcrprimerforward,fuzzy,1.0,GBIF: 'pcrprimerforward' vs OBIS: 'pcr_primer_forward'
46,ratioofabsorbance260230,ratioOfAbsorbance260_230,ratioofabsorbance260230,fuzzy,1.0,GBIF: 'ratioofabsorbance260230' vs OBIS: 'ratioOfAbsorbance260_230'
47,sampsize,samp_size,sampsize,fuzzy,1.0,GBIF: 'sampsize' vs OBIS: 'samp_size'
48,nuclacidext,nucl_acid_ext,nuclacidext,fuzzy,1.0,GBIF: 'nuclacidext' vs OBIS: 'nucl_acid_ext'
49,bioticrelationship,biotic_relationship,bioticrelationship,fuzzy,1.0,GBIF: 'bioticrelationship' vs OBIS: 'biotic_relationship'
51,seqqualitycheck,seq_quality_check,seqqualitycheck,fuzzy,1.0,GBIF: 'seqqualitycheck' vs OBIS: 'seq_quality_check'
52,occurrenceid,occurrenceID,occurrenceid,fuzzy,1.0,GBIF: 'occurrenceid' vs OBIS: 'occurrenceID'
53,specifichost,specific_host,specifichost,fuzzy,1.0,GBIF: 'specifichost' vs OBIS: 'specific_host'
54,trophiclevel,trophic_level,trophiclevel,fuzzy,1.0,GBIF: 'trophiclevel' vs OBIS: 'trophic_level'
55,partitionvolumeunit,partitionVolumeUnit,partitionvolumeunit,fuzzy,1.0,GBIF: 'partitionvolumeunit' vs OBIS: 'partitionVolumeUnit'
56,negconttype,neg_cont_type,negconttype,fuzzy,1.0,GBIF: 'negconttype' vs OBIS: 'neg_cont_type'
57,posconttype,pos_cont_type,posconttype,fuzzy,1.0,GBIF: 'posconttype' vs OBIS: 'pos_cont_type'
58,virusenrichappr,virus_enrich_appr,virusenrichappr,fuzzy,1.0,GBIF: 'virusenrichappr' vs OBIS: 'virus_enrich_appr'
59,extrachromelements,extrachrom_elements,extrachromelements,fuzzy,1.0,GBIF: 'extrachromelements' vs OBIS: 'extrachrom_elements'
60,experimentalvariance,experimentalVariance,experimentalvariance,fuzzy,1.0,GBIF: 'experimentalvariance' vs OBIS: 'experimentalVariance'
61,predgenomestruc,pred_genome_struc,predgenomestruc,fuzzy,1.0,GBIF: 'predgenomestruc' vs OBIS: 'pred_genome_struc'
62,predgenometype,pred_genome_type,predgenometype,fuzzy,1.0,GBIF: 'predgenometype' vs OBIS: 'pred_genome_type'
63,hostpredappr,host_pred_appr,hostpredappr,fuzzy,1.0,GBIF: 'hostpredappr' vs OBIS: 'host_pred_appr'
64,taxident,tax_ident,taxident,fuzzy,1.0,GBIF: 'taxident' vs OBIS: 'tax_ident'
65,sourceuvig,source_uvig,sourceuvig,fuzzy,1.0,GBIF: 'sourceuvig' vs OBIS: 'source_uvig'
66,sorttech,sort_tech,sorttech,fuzzy,1.0,GBIF: 'sorttech' vs OBIS: 'sort_tech'
68,experimentalfactor,experimental_factor,experimentalfactor,fuzzy,1.0,GBIF: 'experimentalfactor' vs OBIS: 'experimental_factor'
69,chimeracheck,chimera_check,chimeracheck,fuzzy,1.0,GBIF: 'chimeracheck' vs OBIS: 'chimera_check'
70,baselinevalue,baselineValue,baselinevalue,fuzzy,1.0,GBIF: 'baselinevalue' vs OBIS: 'baselineValue'
71,encodedtraits,encoded_traits,encodedtraits,fuzzy,1.0,GBIF: 'encodedtraits' vs OBIS: 'encoded_traits'
72,liblayout,lib_layout,liblayout,fuzzy,1.0,GBIF: 'liblayout' vs OBIS: 'lib_layout'
73,reltooxygen,rel_to_oxygen,reltooxygen,fuzzy,1.0,GBIF: 'reltooxygen' vs OBIS: 'rel_to_oxygen'
74,singlecelllysisprot,single_cell_lysis_prot,singlecelllysisprot,fuzzy,1.0,GBIF: 'singlecelllysisprot' vs OBIS: 'single_cell_lysis_prot'
75,decontamsoftware,decontam_software,decontamsoftware,fuzzy,1.0,GBIF: 'decontamsoftware' vs OBIS: 'decontam_software'
76,nuclacidamp,nucl_acid_amp,nuclacidamp,fuzzy,1.0,GBIF: 'nuclacidamp' vs OBIS: 'nucl_acid_amp'
77,pcrcond,pcr_cond,pcrcond,fuzzy,1.0,GBIF: 'pcrcond' vs OBIS: 'pcr_cond'
78,libreadsseqd,lib_reads_seqd,libreadsseqd,fuzzy,1.0,GBIF: 'libreadsseqd' vs OBIS: 'lib_reads_seqd'
79,singlecelllysisappr,single_cell_lysis_appr,singlecelllysisappr,fuzzy,1.0,GBIF: 'singlecelllysisappr' vs OBIS: 'single_cell_lysis_appr'
80,magcovsoftware,mag_cov_software,magcovsoftware,fuzzy,1.0,GBIF: 'magcovsoftware' vs OBIS: 'mag_cov_software'
81,envmedium,env_medium,envmedium,fuzzy,1.0,GBIF: 'envmedium' vs OBIS: 'env_medium'
82,pcrprimerreverse,pcr_primer_reverse,pcrprimerreverse,fuzzy,1.0,GBIF: 'pcrprimerreverse' vs OBIS: 'pcr_primer_reverse'
83,automaticthresholdquantificationcycle,automaticThresholdQuantificationCycle,automaticthresholdquantificationcycle,fuzzy,1.0,GBIF: 'automaticthresholdquantificationcycle' vs OBIS: 'automaticThresholdQuantificationCycle'
84,amplificationreactionvolume,amplificationReactionVolume,amplificationreactionvolume,fuzzy,1.0,GBIF: 'amplificationreactionvolume' vs OBIS: 'amplificationReactionVolume'
85,hostspecrange,host_spec_range,hostspecrange,fuzzy,1.0,GBIF: 'hostspecrange' vs OBIS: 'host_spec_range'
86,thresholdquantificationcycle,thresholdQuantificationCycle,thresholdquantificationcycle,fuzzy,1.0,GBIF: 'thresholdquantificationcycle' vs OBIS: 'thresholdQuantificationCycle'
87,libsize,lib_size,libsize,fuzzy,1.0,GBIF: 'libsize' vs OBIS: 'lib_size'
88,contamscore,contam_score,contamscore,fuzzy,1.0,GBIF: 'contamscore' vs OBIS: 'contam_score'
89,pcrprimernamereverse,pcr_primer_name_reverse,pcrprimernamereverse,fuzzy,1.0,GBIF: 'pcrprimernamereverse' vs OBIS: 'pcr_primer_name_reverse'
90,wgaampkit,wga_amp_kit,wgaampkit,fuzzy,1.0,GBIF: 'wgaampkit' vs OBIS: 'wga_amp_kit'
91,sampname,samp_name,sampname,fuzzy,1.0,GBIF: 'sampname' vs OBIS: 'samp_name'
92,envlocalscale,env_local_scale,envlocalscale,fuzzy,1.0,GBIF: 'envlocalscale' vs OBIS: 'env_local_scale'
93,assemblysoftware,assembly_software,assemblysoftware,fuzzy,1.0,GBIF: 'assemblysoftware' vs OBIS: 'assembly_software'
94,pcrprimernameforward,pcr_primer_name_forward,pcrprimernameforward,fuzzy,1.0,GBIF: 'pcrprimernameforward' vs OBIS: 'pcr_primer_name_forward'
95,pcrprimerreference,pcr_primer_reference,pcrprimerreference,fuzzy,1.0,GBIF: 'pcrprimerreference' vs OBIS: 'pcr_primer_reference'
96,pcrprimerlod,pcr_primer_lod,pcrprimerlod,fuzzy,1.0,GBIF: 'pcrprimerlod' vs OBIS: 'pcr_primer_lod'
97,numreplicons,num_replicons,numreplicons,fuzzy,1.0,GBIF: 'numreplicons' vs OBIS: 'num_replicons'
98,simsearchmeth,sim_search_meth,simsearchmeth,fuzzy,1.0,GBIF: 'simsearchmeth' vs OBIS: 'sim_search_meth'
99,reassemblybin,reassembly_bin,reassemblybin,fuzzy,1.0,GBIF: 'reassemblybin' vs OBIS: 'reassembly_bin'
100,contaminationassessment,contaminationAssessment,contaminationassessment,fuzzy,1.0,GBIF: 'contaminationassessment' vs OBIS: 'contaminationAssessment'
101,taxclass,tax_class,taxclass,fuzzy,1.0,GBIF: 'taxclass' vs OBIS: 'tax_class'
102,targetsubfragment,target_subfragment,targetsubfragment,fuzzy,1.0,GBIF: 'targetsubfragment' vs OBIS: 'target_subfragment'
103,hostdiseasestat,host_disease_stat,hostdiseasestat,fuzzy,1.0,GBIF: 'hostdiseasestat' vs OBIS: 'host_disease_stat'
104,annealingtemp,annealingTemp,annealingtemp,fuzzy,1.0,GBIF: 'annealingtemp' vs OBIS: 'annealingTemp'
105,seqmeth,seq_meth,seqmeth,fuzzy,1.0,GBIF: 'seqmeth' vs OBIS: 'seq_meth'
106,numbercontig,number_contig,numbercontig,fuzzy,1.0,GBIF: 'numbercontig' vs OBIS: 'number_contig'
107,viridentsoftware,vir_ident_software,viridentsoftware,fuzzy,1.0,GBIF: 'viridentsoftware' vs OBIS: 'vir_ident_software'
108,envbroadscale,env_broad_scale,envbroadscale,fuzzy,1.0,GBIF: 'envbroadscale' vs OBIS: 'env_broad_scale'
109,sampcollecmethod,samp_collec_method,sampcollecmethod,fuzzy,1.0,GBIF: 'sampcollecmethod' vs OBIS: 'samp_collec_method'
110,probereporter,probeReporter,probereporter,fuzzy,1.0,GBIF: 'probereporter' vs OBIS: 'probeReporter'
111,libscreen,lib_screen,libscreen,fuzzy,1.0,GBIF: 'libscreen' vs OBIS: 'lib_screen'
112,detectype,detec_type,detectype,fuzzy,1.0,GBIF: 'detectype' vs OBIS: 'detec_type'
50,`16srecoversoftware`,_16s_recover_software,`16srecoversoftware`,fuzzy,0.9473684210526315,GBIF: '`16srecoversoftware`' vs OBIS: '_16s_recover_software'
67,`16srecover`,_16s_recover,`16srecover`,fuzzy,0.9090909090909091,GBIF: '`16srecover`' vs OBIS: '_16s_recover'
126,datasetkey,,datasetkey,gbif_only,,only in GBIF
127,,_id,id,obis_only,,only in OBIS
128,,_event_id,eventid,obis_only,,only in OBIS
129,,id,id,obis_only,,only in OBIS
130,,level,level,obis_only,,only in OBIS
